mean_2d,mean_3d,mean_Z,mean_height,adjusted_mean_2d,adjusted_mean_3d,median_2d,median_3d,median_Z,median_height,sd_2d,sd_3d,sd_Z,sd_height,point_fraction,plot_id
1.39356954528294,1.60275307572869,0.165953358297649,1.12595335829771,2.48095469990583,2.8533615631004,1.15060766554026,1.33495168451896,0.109,1.069,0.934013159596788,0.925562679797091,0.763889085821846,1.069,0.561706969230769,pnr_out_9
2.00705317481711,2.55121484042197,0.91273345349255,1.85273345349125,3.65490549853817,4.64584061110396,1.53549763920366,1.89633224936982,0.15,1.09,1.46921007309088,1.87591626896784,1.73431139470081,1.09,0.549139553846154,pnr_out_8
2.21752799158893,3.24800393769429,1.46590711346413,2.37590711346409,3.04763852048229,4.46386334366066,1.71642069435206,3.11428595347312,0.94,1.85,1.69345798879605,1.9738539284268,2.12403271281014,1.85,0.727621723076923,pnr_out_7
1.83351352378659,2.2931860265432,0.703197558152506,1.64319755815253,4.81408714634694,6.02100678906636,1.16169531289405,1.44227095235256,-0.104,0.836,1.67427709580963,1.93319624758008,1.52855732617561,0.836,0.380864215384615,pnr_out_6
1.90090510786807,2.32270353309751,0.431416497384145,1.37141649738425,4.0864849415418,4.99324925393785,1.39476808108015,1.80428656260584,-0.332,0.608,1.47469139966981,1.62541882524697,1.43619739773638,0.608,0.465168753846154,pnr_out_5
2.04338364623653,2.48228777208135,0.673119960947481,1.60311996094789,5.11771607980351,6.21696472381861,1.48473903430872,1.69191016309968,-0.157,0.773,1.59171946439445,1.87206662815719,1.58250056616762,0.773,0.399276476923077,pnr_out_4
1.49710442567506,1.66137249269002,-0.504331052336175,0.435668947663815,4.12084441876492,4.5729993489961,1.11183182181479,1.28430097718564,-0.581,0.359,1.18874357340666,1.11258350974987,0.298693625300125,0.359,0.3633004,pnr_out_3
1.47234739701684,1.61305215076182,-0.434578559530611,0.535421440469383,4.25397855421857,4.6605096528713,1.06118848467179,1.21392339132253,-0.516,0.454,1.17442998066723,1.1099310709654,0.312942603168915,0.454,0.346110676923077,pnr_out_2
1.50579311494055,1.66091657582932,-0.390504521825526,0.549495478174482,3.88514955538857,4.28538902993694,1.02206898005957,1.21455382754327,-0.5,0.44,1.25583044903828,1.19511774977962,0.435813627422452,0.44,0.387576615384615,pnr_out_18
1.15295129825375,1.32492234790371,0.060981931983584,1.00098193198365,3.415299940737,3.92471670150353,0.917694938419081,1.08884985190797,-0.106,0.834,0.816364997519894,0.816612848587982,0.650237256973596,0.834,0.3375842,pnr_out_17
1.42136046492485,1.61257547410001,0.137432582585121,1.07743258258512,3.88671622935067,4.4095944842315,1.12061991772411,1.20322150911626,-0.162,0.778,0.995995772393354,1.10630397099919,0.890588173566771,0.778,0.365697,pnr_out_16
1.78951912761493,2.30312129383002,0.663888798305105,1.57388879830445,3.96993110890229,5.10932391325549,1.27088158378348,1.79646152199261,-0.085,0.825,1.45009129057248,1.63783899432423,1.49699449782138,0.825,0.450768307692308,pnr_out_15
1.45826996132239,1.60582633652438,-0.268461601610104,0.671538398389896,3.71373553459666,4.08951324961383,0.993812859647127,1.1516601061077,-0.404,0.536,1.25507729501409,1.2052662358828,0.50744754331922,0.536,0.392669307692308,pnr_out_14
2.2447300407891,2.65966508258087,0.962052034678002,1.89205203467793,6.24262855109624,7.39656924403989,1.2927973545765,1.41881217925418,0.144,1.074,1.88791820107306,2.3170018702475,1.70696334415452,1.074,0.359580907692308,pnr_out_13
1.01545964923289,1.13461654810411,-0.243380120412774,0.686619879587215,3.7381862052397,4.17683551637286,0.804215145343583,0.942375721249227,-0.255,0.675,0.699897308245335,0.659325383279955,0.376584995855135,0.675,0.271645015384615,pnr_out_12
1.54301580267971,1.67213040513242,0.0276028079671741,0.967602807967166,5.85312823429109,6.34289919046847,1.0105721151902,1.09134275092658,-0.191,0.749,1.2904520675083,1.32737762108877,0.714860296878713,0.749,0.263622415384615,pnr_out_11
1.40745033422899,1.54677068520038,-0.0296324744112863,0.890367525588676,3.76644006330536,4.13927151516607,0.968745580635081,1.09545652583752,-0.195,0.725,1.20217714225859,1.24422356160465,0.71663619258805,0.725,0.373681861538462,pnr_out_10
1.63266068207378,1.87618664295071,0.0555626899834537,1.00556268998375,4.06598484005957,4.67246288902493,1.21320154961985,1.29524283437508,-0.391,0.559,1.31876300180912,1.49677856551775,1.16302126195172,0.559,0.401541261538462,pnr_out_1
1.39308551822603,1.72437305351952,0.328819285062205,1.26881928506214,1.93265321757545,2.3922545217674,1.12318342224233,1.49707114059419,0.374,1.314,1.10460997203903,1.0154498549567,0.857687753047965,1.314,0.720815046153846,pnr_in_9
1.67015714968366,2.34941601396495,0.773217064200364,1.70321706420028,2.28346029894588,3.21215173950114,1.28040306153961,1.84836414161279,0.443,1.373,1.28688529463326,1.49173074230466,1.64367057664586,1.373,0.731415015384615,pnr_in_8
1.46717949513585,2.01930467081666,0.482046387746538,1.42204638774647,2.07609784250324,2.85736958861398,1.13337107780285,1.50800828910189,0.181,1.121,1.14893786517032,1.37258186611204,1.50217501000141,1.121,0.706700553846154,pnr_in_7
2.47045822135564,2.82923319996192,0.482870658917258,1.42287065891747,5.11424888049193,5.85697122925474,1.81407965646495,1.90606964720599,-0.337,0.603,1.94805424786363,2.21313531708319,1.66471776446284,0.603,0.483053969230769,pnr_in_6
1.94896642142347,2.26883629085844,0.366419707096846,1.32641970709727,6.04255813328817,7.03427982736253,1.07982822708059,1.18100423369267,-0.3,0.66,1.83386360910936,2.16803064282218,1.59755619319957,0.66,0.322539953846154,pnr_in_5
1.64349507585387,2.19652004925249,0.653461023208114,1.59346102320643,5.08171052192069,6.79167173050212,1.07163659885243,1.3111725668271,-0.211,0.729,1.49073692321861,1.80581130243261,1.65386544797921,0.729,0.323413753846154,pnr_in_4
1.39541173199645,1.50766760123599,-0.325161497822617,0.624838502177276,4.98866668344755,5.38998702643731,0.894535633722883,1.00398107551886,-0.38,0.57,1.27369220282146,1.22458169513109,0.312195783104156,0.57,0.279716369230769,pnr_in_3
1.36964155553359,1.55038082561878,-0.0495824382094387,0.910417561790496,3.7817915519591,4.28084054908825,0.970777523431605,1.07028968041367,-0.329,0.631,1.31726067486143,1.52959951014606,1.0629220544525,0.631,0.362167384615385,pnr_in_2
2.12150143332363,3.28545004586859,1.68283601023958,2.63283601023987,3.17948213623325,4.92388530417381,1.60666517980567,3.43849909117336,1.12,2.07,1.6328062479776,2.03792541222997,2.22453600940807,2.07,0.667247476923077,pnr_in_18
1.8608458531002,2.17206285429652,0.4055090621211,1.36550906212106,4.88564311204441,5.70274206503546,1.18872368530285,1.29038017653713,-0.209,0.751,1.68449326242512,2.02618895809714,1.53577222964129,0.751,0.380880430769231,pnr_in_17
1.45342305492508,1.62445898178732,0.1206197250651,1.04061972506521,4.25854286182514,4.75967969393107,1.02914041801884,1.25199281148096,-0.149,0.771,1.20453996067915,1.19012940121499,0.690920246257267,0.771,0.341295861538462,pnr_in_16
1.98617053535542,2.16867793917497,0.200459310599136,1.13045931059897,4.97528793314373,5.43246261566429,1.42697582320094,1.53088569135648,-0.244,0.686,1.70242925176921,1.75208450443666,0.943208065194741,0.686,0.399207153846154,pnr_in_15
1.16630664542145,1.28059702758624,-0.150553190889494,0.789446809110549,3.05343569430439,3.35265231438251,0.850940655980192,0.9629527506581,-0.247,0.693,1.04950728404773,1.04559972265493,0.498803111171962,0.693,0.381965353846154,pnr_in_14
1.71951527773841,2.46316062964068,0.948425484305675,1.87842548430526,3.16704753412248,4.53671269993675,1.19416288671186,1.65893881743722,0.208,1.138,1.45544969720556,1.90978699561137,1.93387414478595,1.138,0.542939523076923,pnr_in_13
1.75848500263319,2.17059069903943,0.471722301333677,1.40172230133356,3.43367816468349,4.23836989032964,1.41632905781107,1.65221245607216,-0.201,0.729,1.29099433887927,1.47530872710094,1.38077588619404,0.729,0.512128661538462,pnr_in_12
1.5729772222667,1.72350151681559,0.0180919892856647,0.948091989285633,3.37710256777914,3.70027061779175,1.32272521711805,1.41408168080914,-0.242,0.688,1.12421620153439,1.18644136832492,0.799783649291738,0.688,0.465777153846154,pnr_in_11
1.44034583741174,1.83198756908998,0.725851728013385,1.64585172801316,5.91520787543156,7.52360094006786,0.869401518286388,0.963989626500063,0.179,1.099,1.17482633610025,1.67131036234339,1.4723393107055,1.099,0.243498769230769,pnr_in_10
1.79987929146501,2.03334951900149,-0.00949571033337265,0.940504289666595,4.27983174908793,4.8349874737055,1.2680571753671,1.35933218898105,-0.445,0.505,1.50175087498328,1.71215828679397,1.25342928613175,0.505,0.420549076923077,pnr_in_1
1.74510756612751,1.91196710455717,-0.275443486156189,0.644556513843788,4.65451708984858,5.09956161793377,1.1332934306701,1.26537780919376,-0.482,0.438,1.52111615796312,1.50589850637768,0.698773672158468,0.438,0.374927738461539,knp_satara_out_9
1.46364895162258,1.70102776163508,-0.157985399795445,0.762014600204514,3.82070836503166,4.44036187148933,1.17273910142026,1.38280548162056,-0.475,0.445,1.07714626115708,1.04263378085822,0.808151574859851,0.445,0.383083138461538,knp_satara_out_8
1.22778839530829,1.35397745165236,-0.380357099242465,0.539642900757601,3.88659348503232,4.28604795629413,0.908216383908593,1.041937138219,-0.421,0.499,0.97825188464147,0.927302564868675,0.289883388301646,0.499,0.315903476923077,knp_satara_out_7
1.52490789517276,1.70192356126467,-0.363394344190186,0.566605655809737,4.02394486954828,4.49105588894497,1.128771456053,1.28310638685964,-0.526,0.404,1.14836172183524,1.08999255139433,0.555421827071829,0.404,0.378958446153846,knp_satara_out_6
1.15707520735006,1.28584915449562,-0.37381354513753,0.546186454862488,3.39364557886894,3.77133333298206,0.881943875765346,0.998409234732932,-0.429,0.491,0.964365991985844,0.915852651872991,0.289193304658077,0.491,0.340953461538462,knp_satara_out_5
1.2379653125221,1.34191757673625,-0.301335902677794,0.658664097322248,4.43579291338862,4.808267579898,0.910244472655561,1.02329321311147,-0.359,0.601,0.946411042782817,0.905960421398061,0.320080887461564,0.601,0.279085461538462,knp_satara_out_4
1.49297015424528,1.65143597544543,-0.527040274037053,0.412959725962984,4.60628822179923,5.09520572874093,1.05542645409332,1.22762331356162,-0.544,0.396,1.2801075498938,1.2053311567944,0.186164759773536,0.396,0.324115661538462,knp_satara_out_3
1.51653308733403,1.69471817460336,-0.577847693172109,0.352152306827872,4.47892852275904,5.00518032456039,1.09354926729435,1.26256445380028,-0.605,0.325,1.23704997192354,1.15246483408801,0.190188594420283,0.325,0.338592830769231,knp_satara_out_2
1.23928727709048,1.37969188026781,-0.442420932507512,0.497579067492471,4.18083560224182,4.65450185746277,0.883488539823805,1.03972400183895,-0.451,0.489,1.05724548882672,1.00068653397833,0.235766775362973,0.489,0.296420953846154,knp_satara_out_18
1.30794180504823,1.47503005687781,-0.521782563532281,0.408217436467697,3.90792161708805,4.40715467834966,0.948870907974315,1.13296513626854,-0.543,0.387,1.01127558676069,0.938707369073401,0.226358302095152,0.387,0.334689876923077,knp_satara_out_17
1.35924508452048,1.51577973276485,-0.499080771243174,0.450919228756909,4.33199631212146,4.8308817056655,0.941326723300683,1.12183510374743,-0.511,0.439,1.12989832276353,1.06075635354485,0.222470703461584,0.439,0.313768753846154,knp_satara_out_16
1.16347648331501,1.28296074822501,-0.345910362351308,0.614089637648738,4.80953875989939,5.3034586727844,0.891668660433908,1.0543500367525,-0.358,0.602,0.799991552323528,0.755871838020349,0.32250974897022,0.602,0.2419102,knp_satara_out_15
1.52606990327697,1.68337265500231,-0.516949163532621,0.433050836467369,4.65078332327732,5.13017225091355,1.02339923783438,1.19127704586297,-0.534,0.416,1.31867000240394,1.24345113415342,0.211891168230408,0.416,0.3281318,knp_satara_out_14
1.26721846953668,1.42672293446426,-0.254046668561877,0.70595333143795,3.67060852880361,4.13262708631365,0.923489577634745,1.07242761993526,-0.398,0.562,0.954317380386938,0.963656632226289,0.61892522244525,0.562,0.345233892307692,knp_satara_out_13
1.46065161843258,1.63324615770041,-0.543108956726901,0.396891043273134,4.33262604145381,4.84458083341642,1.05595691199973,1.2374998989899,-0.569,0.371,1.17477596832801,1.09840382609021,0.255763411481992,0.371,0.337128476923077,knp_satara_out_12
1.59760931970518,1.78532645219843,-0.604904029983702,0.345095970016232,4.53535389502914,5.06825240627098,1.26303285784654,1.45716642838078,-0.669,0.281,1.15537687568951,1.06350117474755,0.255470453449412,0.281,0.352256815384615,knp_satara_out_11
1.44570333109749,1.61414890361578,-0.537953959613602,0.402046040386362,4.17235066949521,4.65849051724435,1.06683058636006,1.23657490674846,-0.581,0.359,1.12990124553924,1.05070795662829,0.230942621270602,0.359,0.346496123076923,knp_satara_out_10
1.49797705551537,1.67346579219634,-0.57505437898578,0.354945621014236,4.46664839711288,4.98991841751897,1.06347778538153,1.23343990530548,-0.596,0.334,1.23687323145718,1.15546683360461,0.176389294562672,0.334,0.335369369230769,knp_satara_out_1
1.35937399615327,1.48952400256366,-0.386574819289897,0.533425180710125,4.03126038504598,4.4172237523315,1.00825244854649,1.15252982607827,-0.456,0.464,1.07613294933017,1.02508123449447,0.337747575360132,0.464,0.337208184615385,knp_satara_in_9
1.96219743369176,2.1611715955547,-0.116933235365082,0.823066764634821,4.79033143707294,5.27608896909863,1.28176635936508,1.40635095193194,-0.476,0.464,1.62559235268572,1.70733583859732,1.03885307627843,0.464,0.409616215384615,knp_satara_in_8
1.46416645322365,1.60341422326999,-0.346499704661494,0.603500295338494,4.33291760960211,4.74499446985475,1.01506699286303,1.15151943101278,-0.456,0.494,1.26636103495442,1.24162887261479,0.495039113350477,0.494,0.337916984615385,knp_satara_in_7
1.47454136711689,1.76795543764363,0.213253546948734,1.12325354694804,5.26444227437948,6.3119960909258,1.12579216554389,1.23965721068366,-0.184,0.726,1.1450994496148,1.28523495467304,1.11646464333388,0.726,0.280094507692308,knp_satara_in_6
1.88431632852265,1.99704807845652,-0.298095975297993,0.621904024701998,6.57610044904296,6.96952447246199,1.18102074494905,1.28109133163877,-0.415,0.505,1.64491736110402,1.61060887460725,0.486826079893716,0.505,0.286540076923077,knp_satara_in_5
1.54999550710097,1.72849536678112,-0.140951887200987,0.789048112798983,4.39901192716678,4.90560888705037,1.06296236998306,1.19062756561403,-0.396,0.534,1.31180536600407,1.38040856004664,0.866046895671462,0.534,0.352350830769231,knp_satara_in_4
1.67666913451561,1.87882524103015,-0.119844332104389,0.830155667895677,4.61049050287655,5.16637764244215,1.17175296031203,1.29532273970621,-0.43,0.52,1.28806036849809,1.33557650905854,0.910531363659317,0.52,0.363663938461538,knp_satara_in_3
1.6265025265249,1.76232162104726,-0.236504209827073,0.683495790172865,4.9331546497599,5.34509166599111,1.13915451103,1.25359044348623,-0.408,0.512,1.31919098497682,1.29999410573843,0.595023213773714,0.512,0.3297084,knp_satara_in_2
1.56908574520945,1.71078610485842,-0.392779379725124,0.517220620274852,4.67240262161655,5.09435606420516,1.04384146305845,1.18462652342416,-0.473,0.437,1.39419453541932,1.33927409416052,0.400449860206935,0.437,0.335819892307692,knp_satara_in_18
1.41333381208775,1.54659226610699,-0.436226650465688,0.503773349534317,4.50554435747969,4.93035686140327,1.01295261488384,1.15237754230113,-0.473,0.467,1.18142133739785,1.11589529824542,0.23153278993519,0.467,0.313687692307692,knp_satara_in_17
1.43059421566123,1.73588903962342,-0.0200698236522423,0.909930176347967,4.10990632987448,4.98697763055784,1.02209588591286,1.13453558780675,-0.427,0.503,1.28961751915325,1.97651455924479,1.79159276903079,0.503,0.348084384615385,knp_satara_in_16
1.53405862014804,1.6959028186759,-0.344514774290151,0.585485225709983,4.72983954164681,5.22884073999041,1.01016929274256,1.16247795678026,-0.476,0.454,1.37240924109391,1.41789137344748,0.728676150053574,0.454,0.324336292307692,knp_satara_in_15
1.80740835948012,2.00624936951459,-0.167874735814308,0.74212526418557,5.03142536832962,5.58495478900768,1.04034273198788,1.17766081704369,-0.455,0.455,1.82336358878014,1.92917486951073,1.06169230918866,0.455,0.359223923076923,knp_satara_in_14
1.5643416008822,1.70809598957857,-0.187984404490772,0.752015595509518,4.22497645139184,4.6132285484299,1.06860001871608,1.18045203206229,-0.4,0.54,1.14717493274243,1.13662044870725,0.641081012992106,0.54,0.370260430769231,knp_satara_in_13
1.41785115515516,1.56092069154561,-0.308705007072906,0.631294992927171,4.30751637386012,4.74217015847054,0.924554487307265,1.10715717041439,-0.413,0.527,1.18486362137936,1.15855783810089,0.51887108625345,0.527,0.329157461538462,knp_satara_in_12
1.14692787573514,1.26384281508584,-0.286659076365524,0.63334092363445,3.84880709538349,4.24114479825855,0.867534437356812,1.00614760348569,-0.324,0.596,0.807629048627868,0.771486194876643,0.377634693916666,0.596,0.297995676923077,knp_satara_in_11
1.40732732368378,1.54524075911483,-0.459464182398474,0.45053581760152,4.46122649802559,4.89841197877661,1.00364585387476,1.13554480316718,-0.499,0.411,1.19070649361216,1.12976367944088,0.233827927660355,0.411,0.315457492307692,knp_satara_in_10
1.87701762040115,2.12288265197357,0.0428684610470881,0.982868461047014,4.40621434626069,4.9833714371604,1.31509163178845,1.43709081132683,-0.409,0.531,1.50813542386852,1.58736090724777,1.10762815527903,0.531,0.425993261538462,knp_satara_in_1
1.40637812133949,1.57421376499098,-0.549327908960422,0.3706720910396,4.29937310119669,4.81245563624778,1.01828139529307,1.18185066738569,-0.572,0.348,1.19397139659518,1.11985587755387,0.164310395538226,0.348,0.327112369230769,knp_roan_out_9
1.24169942521979,1.38740434713568,-0.47955025027448,0.450449749725531,4.15778401835938,4.64567149211813,0.887725745937336,1.05264238941817,-0.495,0.435,1.05994990682165,1.00855983263006,0.216342451296565,0.435,0.298644523076923,knp_roan_out_8
1.53688133007025,1.7255551216339,-0.610451097782561,0.309548902217418,4.53084589582956,5.08707093248717,1.14547544713975,1.32822776661234,-0.648,0.272,1.19701091233753,1.1057316034135,0.180811995849018,0.272,0.339204061538462,knp_roan_out_7
1.30341489901188,1.44681198497292,-0.295521459591738,0.634478540408307,4.97756759207433,5.52518193070026,0.978281145683591,1.11491075876054,-0.413,0.517,0.952455018006997,0.926777664825888,0.508711985851162,0.517,0.2618578,knp_roan_out_6
1.37603329152965,1.58730162243646,-0.19498383998185,0.745016160018035,3.12242685556662,3.60182652868124,1.08700689970211,1.28450496301104,-0.497,0.443,1.00105552836661,0.945082235254116,0.692176570239579,0.443,0.440693523076923,knp_roan_out_5
1.28404426253588,1.42064511578196,-0.128240132345036,0.811759867655188,4.21058415703676,4.65851995278555,0.871170477002062,0.994792943280158,-0.294,0.646,1.0315321317616,1.04202270837286,0.612184734384983,0.646,0.304956323076923,knp_roan_out_4
1.72163030022828,1.92745844838337,-0.590230891432358,0.31976910856777,4.92891181620176,5.51818396796047,1.28978176448576,1.48801915310254,-0.699,0.211,1.2883221674632,1.19475707749981,0.412774949790351,0.211,0.349292169230769,knp_roan_out_3
1.84048831509399,2.02814690861834,-0.387482066321009,0.552517933678785,4.82034612108445,5.31183491020891,1.23805169520501,1.4035633224048,-0.586,0.354,1.42530679707309,1.3733778091548,0.65613067091477,0.354,0.381816630769231,knp_roan_out_2
1.73616555181219,1.91376251168502,-0.451485643829064,0.488514356170996,4.62395630277226,5.09695300582283,1.22376468326227,1.3875220718965,-0.587,0.353,1.40858832317839,1.34694679128747,0.523947949531229,0.353,0.375471876923077,knp_roan_out_18
1.67942355825519,1.84355842444204,-0.389824700942839,0.570175299057191,4.68589946929371,5.14386582243731,1.23827339469117,1.38918429302955,-0.551,0.409,1.22825855069797,1.15502830719408,0.501749160635922,0.409,0.3583994,knp_roan_out_17
1.52626013874124,1.68665935992212,-0.439662381863965,0.470337618136068,4.35552715081129,4.81326246413637,1.05474167453458,1.2165989478871,-0.529,0.381,1.22049056055237,1.15382748397679,0.404681904456345,0.381,0.350419153846154,knp_roan_out_16
1.55984128003476,1.73099408678008,-0.363325441248139,0.54667455875174,4.56957947669021,5.07097430646669,0.992264581651487,1.16130874447754,-0.502,0.408,1.46863728668394,1.46026024888497,0.637726326405423,0.408,0.341353353846154,knp_roan_out_15
1.34592024807882,1.4902005646964,-0.387720609192331,0.572279390807758,4.01819405555538,4.44893749031235,0.969750998968292,1.14407386125197,-0.446,0.514,1.1260426612654,1.08453305934186,0.408789715807868,0.514,0.334956507692308,knp_roan_out_14
1.35303578542602,1.48687385424367,-0.392450793310756,0.547549206689151,4.34265707454374,4.77221913243955,1.01039175570639,1.14940897856246,-0.443,0.497,1.05811192660437,1.00488483805662,0.34097374725366,0.497,0.311568646153846,knp_roan_out_13
1.55562462750032,1.73491478975505,-0.565600638788382,0.374399361211579,4.54338421037543,5.06702216124325,1.13703561949483,1.31614626846715,-0.6,0.34,1.18671167791096,1.09952864417176,0.265962231200679,0.34,0.342393369230769,knp_roan_out_12
1.37180182904788,1.53332941501113,-0.522787456779504,0.427212543220481,4.25469212884734,4.75567567766398,0.943178137999392,1.11989999553532,-0.527,0.423,1.14674847715356,1.07737261754274,0.204087746617118,0.423,0.322420938461538,knp_roan_out_11
1.44174221250066,1.60418897517173,-0.539501282009332,0.370498717990705,4.45520363952212,4.95718894730154,1.01008613494098,1.18547669736693,-0.551,0.359,1.20634796657426,1.13340943699245,0.181883403746517,0.359,0.3236086,knp_roan_out_10
1.36938064541965,1.5129179200604,-0.468502702277039,0.45149729772304,4.63005377880936,5.1153719429541,1.05011237493899,1.20421468185702,-0.503,0.417,1.01758825373204,0.950084752426457,0.247785575673342,0.417,0.295759123076923,knp_roan_out_1
1.99091153334282,3.95659350684365,2.69020375239984,3.62020375240099,5.00996015226569,9.95643225528829,0.996840007222824,1.68364069801131,0.097,1.027,1.8480805037624,3.45495050942255,3.60208118482027,1.027,0.397390692307692,knp_roan_in_9
1.82134126539937,2.09419790536863,0.0287142296772331,0.958714229677309,4.62070473341206,5.3129363276775,1.12497199965155,1.22734917607012,-0.449,0.481,1.69374046288762,1.94312482493468,1.405181029664,0.481,0.394169584615385,knp_roan_in_8
1.55359492318595,1.66690384899904,-0.0922713689179184,0.817728631082122,5.93401030422929,6.36679772088564,0.985334460982665,1.05848240419952,-0.288,0.622,1.47157170612421,1.53986480689615,0.749705014746093,0.622,0.261811969230769,knp_roan_in_7
1.80265155585784,2.50222273966804,0.583288358476653,1.52328835847597,4.64724744780367,6.45074651447264,1.15458737218108,1.29406529974341,-0.445,0.495,1.55825868412434,2.45049641474032,2.49962064236711,0.495,0.387896615384615,knp_roan_in_6
1.61406696246587,2.12931447747182,0.789270931477586,1.70927093147734,4.28799378690865,5.65682060416182,1.15889300627797,1.63399127904643,0.033,0.953,1.22242811774165,1.53148633689793,1.46865221608327,0.953,0.376415415384615,knp_roan_in_5
1.19544694732575,1.33425231432073,-0.234844511669778,0.675155488330117,3.27338926687503,3.65346803115849,0.931790749041865,1.06433265476542,-0.349,0.561,0.82219837721081,0.811494111834384,0.527727604218019,0.561,0.365201584615385,knp_roan_in_4
1.71008495899445,2.0555675073474,0.40165831739386,1.35165831739394,4.99653327198322,6.00596560378391,1.08652565547252,1.15083708664606,-0.239,0.711,1.42563596550255,1.75607510203292,1.48020259269422,0.711,0.342254292307692,knp_roan_in_3
1.85548136349077,2.37913105677175,0.519446513299939,1.45944651330097,4.55816725526319,5.8445627600132,1.20856443766975,1.31152354153481,-0.329,0.611,1.51689485078292,1.98977921033229,1.89891553419404,0.611,0.407067415384615,knp_roan_in_2
1.61573405326101,1.76693724890803,-0.322013574117704,0.61798642588235,4.11933515687452,4.50482968699438,1.0348342862507,1.16673261718356,-0.458,0.482,1.47545295170143,1.43250658271473,0.531875626083428,0.482,0.392231753846154,knp_roan_in_18
1.54745189756827,1.69526749247074,-0.211612163127181,0.738387836872851,4.18930841273586,4.58947924598217,1.19324138379458,1.28601283041811,-0.407,0.543,1.24141342404104,1.23952700486784,0.655640688688018,0.543,0.369381230769231,knp_roan_in_17
1.5386883194238,1.69023267303854,-0.294313455655215,0.635686544344755,3.91962676084039,4.30566810292651,0.952647363928542,1.11146075054408,-0.434,0.496,1.37991797717642,1.34608283722491,0.557198107693212,0.496,0.392559907692308,knp_roan_in_16
1.49129738634693,1.64920213943582,-0.457762760062607,0.46223723993733,3.98582478658412,4.4078604479775,1.06846151077145,1.2202827541189,-0.558,0.362,1.17714140780134,1.10703674081857,0.355276682364344,0.362,0.374150261538462,knp_roan_in_15
1.3888947631548,1.56725525110581,-0.0760582419959116,0.873941758004107,4.28903209732585,4.83982534531749,0.860237176597245,1.02906025090857,-0.275,0.675,1.47787385511775,1.6023444889334,0.951247737004894,0.675,0.323824753846154,knp_roan_in_14
1.41857729710424,2.14136961865051,0.856889752137694,1.79688975213778,3.6314231536705,5.48170285088286,0.929703716245127,1.0601268791989,-0.099,0.841,1.17025333882636,2.14698089465862,2.25363626299942,0.841,0.390639492307692,knp_roan_in_13
1.76655284875397,1.89296112674718,-0.266191081551323,0.673808918448686,5.42166033372831,5.80961518440491,1.19384839908591,1.30564543425847,-0.392,0.548,1.50496447764445,1.46837003877939,0.531909464430569,0.548,0.325832446153846,knp_roan_in_12
1.65003769626801,1.93253064631886,0.234187796370694,1.15418779637029,5.63620177432621,6.60114170867581,0.853197515233138,0.953775654962948,-0.257,0.663,1.71602073143864,2.18013093323634,1.66296426946414,0.663,0.292757030769231,knp_roan_in_11
1.74160931787087,1.90270602801126,-0.323484272668694,0.596515727331344,4.60326289183861,5.02905902199086,1.10858468327864,1.23587094795533,-0.51,0.41,1.53396123118057,1.51064149202789,0.64144042323785,0.41,0.378342353846154,knp_roan_in_10
0.98509746844364,1.10846664239869,-0.326068207216462,0.613931792783523,2.8589434171326,3.21698462529154,0.838353743952993,0.966415024717642,-0.343,0.597,0.569981884781203,0.533339990554887,0.333965570908435,0.597,0.344566969230769,knp_roan_in_1
